#{"t_start": 1763553448.0350094, "env_id": "BipedalWalker-v3"}
r,l,t
-106.817608,1600,17.925441
-116.523235,1600,67.382361
-97.070777,79,68.096702
-124.13373,1600,115.963647
-109.435253,1600,174.81322
-110.566626,1600,207.333466
-100.010676,73,211.280733
-105.413739,77,243.211391
-116.808992,62,243.902775
-101.115593,1600,282.621282
-96.232912,1600,344.338934
-98.906719,65,344.924372
-82.214456,1600,415.869786
-75.643599,1600,486.425108
-99.943954,73,487.223598
-65.744268,1600,565.312396
-59.531979,1600,603.787595
-54.431321,1600,682.854691
-41.444541,1600,751.246824
-98.401512,92,764.089651
-43.233831,1600,833.163025
-111.533202,51,833.611646
-44.916069,1600,882.668977
-37.194386,1600,950.076885
-10.576887,1600,1030.967476
3.807015,1600,1099.973594
5.642207,1600,1179.905475
24.565686,1600,1230.88933
38.505128,1600,1301.405314
48.789379,1600,1379.766314
53.472019,1600,1444.439929
46.467107,1600,1517.161003
81.461118,1600,1537.797719
-102.337226,87,1544.943542
109.982076,1600,1598.960521
94.951305,1600,1655.090188
118.957559,1600,1705.996283
134.288764,1600,1731.47742
169.068963,1600,1783.131553
27.551989,1365,1833.88955
164.767897,1600,1888.313498
51.709463,1310,1905.438661
147.278348,1600,1964.322284
178.946681,1600,2019.447873
196.440321,1600,2080.930741
196.448395,1600,2108.945945
-21.535331,697,2156.051027
47.435273,1009,2168.033567
239.642768,1600,2227.230138
252.955226,1577,2282.471324
-42.895563,548,2290.413419
235.366405,1600,2349.814375
252.079192,1565,2408.740118
257.125898,1541,2439.247933
-3.450909,661,2482.320443
257.838892,1487,2508.608329
263.762191,1444,2568.848106
266.832242,1354,2626.694423
268.405429,1359,2654.696723
128.269267,1109,2702.164714
268.09943,1347,2753.073537
268.092832,1335,2780.082361
277.083632,1223,2829.911239
265.933068,1340,2878.933076
272.399299,1282,2902.407471
272.030128,1277,2955.582433
273.15254,1291,2980.490896
273.470711,1251,3033.330345
275.338148,1251,3084.994432
273.074105,1259,3109.253468
278.914052,1181,3163.316411
276.341085,1230,3183.884201
269.260564,1307,3235.875638
271.834198,1271,3287.055462
276.266533,1214,3309.782789
281.627616,1144,3359.49135
280.267583,1152,3382.286905
279.226,1179,3436.127461
278.300732,1193,3484.42577
279.559197,1156,3508.7799
279.84686,1165,3561.214672
277.208627,1167,3584.922516
282.753745,1131,3638.479253
282.217238,1137,3662.666492
287.713145,1060,3709.067948
283.458983,1128,3760.960208
280.339935,1171,3786.370826
283.721799,1116,3843.226426
-58.030778,233,3845.483628
79.062036,669,3857.446351
289.364297,1056,3914.845101
65.568787,590,3927.183934
285.245262,1074,3953.207933
287.174376,1085,4004.238463
284.462596,1125,4028.981724
87.381849,716,4076.859808
283.356944,1122,4101.290432
282.219181,1107,4160.47828
284.81791,1099,4184.109426
288.893778,1033,4236.083715
286.403607,1062,4260.788962
163.017544,984,4318.880627
-58.430154,225,4320.780547
283.51629,1101,4379.030404
285.021687,1055,4396.621485
284.471752,1068,4450.430024
285.063527,1064,4475.169579
37.956169,519,4488.152654
282.006205,1099,4536.210387
286.065089,1036,4561.217312
45.048302,596,4604.363433
285.706836,1058,4625.234321
286.771722,1042,4670.744469
282.940948,1093,4695.239669
284.43235,1058,4750.713259
286.250499,1019,4768.260205
281.663268,1079,4819.273645
285.777738,1037,4841.888396
282.511784,1066,4896.241807
283.326686,1066,4914.15123
284.190194,1063,4969.90541
284.465602,1057,4992.65405
282.712027,1076,5041.297283
286.407015,1010,5065.539383
286.16345,1023,5121.216008
285.165876,1022,5138.310266
290.583073,973,5196.968287
290.401896,982,5214.783551
286.362028,1027,5272.308707
286.818263,1002,5295.534018
291.239168,955,5345.495527
292.11496,958,5370.853477
289.94407,982,5423.258688
291.247109,966,5445.716458
285.409519,1014,5493.223211
292.24275,962,5515.560605
291.267097,950,5563.983931
285.481532,1014,5588.158322
289.853542,965,5644.527956
55.817933,569,5656.244519
288.652758,978,5671.385762
287.087186,999,5728.599385
289.269493,953,5744.263033
286.368505,992,5801.518024
287.715688,994,5818.835538
286.898459,988,5877.046404
289.198277,973,5900.720025
286.686752,995,5949.61882
286.610956,989,5972.313544
287.580385,968,6020.536148
288.824734,963,6040.713382
292.19038,944,6090.053802
291.066526,966,6113.016988
289.049128,963,6162.021844
289.573352,970,6183.454062
287.408821,987,6238.075458
290.382405,988,6253.983579
285.559166,1005,6308.989066
287.229858,977,6325.908899
-58.494593,191,6334.530987
-47.299365,368,6338.423881
289.38035,973,6398.710833
288.59269,971,6412.868267
287.478982,979,6465.755539
289.911765,939,6483.441884
289.540951,974,6542.614955
286.35534,1003,6566.512621
289.857051,950,6616.711508
288.702688,950,6638.96156
289.821801,968,6690.509554
289.828295,968,6714.426411
290.884638,933,6730.040146
290.742975,943,6784.438086
70.613775,590,6797.012241
291.475384,946,6847.691085
292.542091,911,6870.247327
291.136791,944,6919.567148
292.577028,913,6942.578515
292.092861,925,6958.845627
292.728239,914,7009.394944
292.663221,922,7031.897072
291.100465,931,7080.120066
293.190391,917,7102.117917
90.48053,644,7148.926933
290.342529,947,7165.34371
291.082578,928,7219.428272
291.270623,949,7235.305674
291.899409,937,7258.451611
288.955304,934,7307.337035
289.826107,953,7331.035415
288.27223,974,7385.355013
290.154787,947,7399.773239
287.948093,957,7453.802453
286.687615,975,7468.781921
289.582765,934,7521.64094
288.122649,954,7537.501388
291.654399,901,7593.66177
-49.882337,223,7596.135294
289.509244,929,7612.472366
39.235212,469,7623.955279
290.607529,905,7680.425914
292.923153,876,7695.948359
