#{"t_start": 1763553448.0235672, "env_id": "BipedalWalker-v3"}
r,l,t
-111.792025,55,3.083091
-113.560145,58,3.79233
-112.410839,59,4.338775
-121.833874,1600,19.588299
-118.985821,84,20.348847
-121.480538,68,21.898686
-108.695644,1600,70.21501
-105.842615,1600,119.051528
-103.359803,78,119.696346
-121.622415,1600,177.583997
-98.987953,100,189.658833
-107.732629,80,190.576928
-109.829508,1600,246.697718
-96.460763,1600,298.924006
-101.878135,65,331.455695
-99.888072,51,331.860365
-102.495474,61,332.322828
-95.679869,1600,349.682158
-79.286925,1600,419.532623
-79.556931,1600,501.103074
-116.681816,86,501.782911
-107.458613,51,502.250685
-72.085318,1600,581.134307
-66.229844,1600,650.036608
-50.594296,1600,698.447138
-56.201651,1600,767.541307
-44.732368,1600,848.888667
-36.738289,1600,916.050058
-26.234103,1600,965.327066
-7.456162,1600,1033.701458
8.807257,1600,1114.163855
-6.903992,1600,1194.299094
22.147386,1600,1265.538946
24.386499,1600,1316.109216
-110.908397,53,1316.495742
48.510304,1600,1383.756754
61.266751,1600,1458.811671
61.768857,1600,1519.930391
78.226443,1600,1547.78092
73.232428,1600,1604.186555
75.376471,1600,1657.653238
-47.667201,961,1702.651289
121.622393,1600,1722.685678
-54.563202,680,1765.371012
142.664057,1600,1787.486118
-124.547604,71,1788.194312
-87.178367,251,1821.323282
30.20176,1357,1843.433775
147.099489,1600,1898.387266
-30.897494,749,1906.044931
-16.95039,1092,1956.838082
145.812546,1600,2015.99862
174.93109,1600,2041.683008
-33.559446,697,2083.374954
81.048968,1509,2147.86738
-49.601339,422,2151.383735
222.553096,1600,2207.388356
250.373997,1585,2231.656442
251.782785,1572,2289.720222
247.288183,1600,2349.237806
254.254984,1557,2407.912277
257.337066,1535,2438.364688
257.820728,1509,2494.859197
160.943732,1354,2553.224366
257.986411,1491,2609.479372
262.987062,1412,2640.970203
261.95006,1436,2695.050821
274.73149,1261,2743.340231
266.737933,1363,2770.113238
267.508987,1344,2822.879969
265.876653,1409,2877.428539
269.737117,1344,2901.585214
-24.043153,453,2911.908257
275.485491,1218,2957.601527
275.358534,1220,3010.404433
268.578263,1316,3043.026227
276.093282,1220,3086.947543
273.173135,1288,3119.01581
277.744476,1206,3165.481662
277.491826,1188,3214.190524
275.628449,1244,3237.660935
276.382525,1219,3288.340669
280.925178,1166,3310.595898
279.611007,1171,3360.534892
283.845374,1143,3411.748601
276.687785,1219,3437.531949
285.256036,1125,3492.335204
283.408168,1114,3509.153739
280.320075,1158,3561.625998
-99.917085,68,3562.384909
278.438004,1174,3586.03401
285.91069,1085,3639.243689
279.103793,1168,3663.533087
282.655292,1142,3717.051913
281.609324,1120,3762.564296
279.321291,1167,3788.188374
286.824031,1065,3844.524285
-66.317191,169,3845.985545
180.030901,1129,3870.31688
285.093948,1103,3926.939507
123.778289,823,3943.282816
285.682302,1086,4001.807003
286.09059,1063,4025.539953
287.143668,1048,4076.823108
277.957053,1180,4102.074977
283.530328,1109,4160.972821
78.205631,736,4174.622343
284.899861,1074,4233.282164
285.173495,1073,4257.77407
283.709271,1086,4310.047773
118.892847,827,4331.682441
285.943711,1045,4383.818499
289.25982,1022,4406.752142
285.082161,1059,4460.761029
286.321692,1045,4478.29264
-55.193581,225,4488.498354
279.306132,1112,4536.703336
287.364666,1038,4561.923525
286.341824,1048,4614.493017
96.578468,729,4626.632005
-27.646799,331,4665.916406
284.337613,1071,4682.695596
283.360528,1054,4739.070491
287.906786,1023,4762.903808
285.670542,1022,4807.46499
285.85532,1018,4829.769189
287.926816,1020,4876.252634
286.786868,1043,4900.121614
286.359389,1032,4956.331773
285.014955,1068,4972.797299
286.670542,1035,5027.180651
285.052471,1057,5051.196502
285.315825,1037,5099.20743
