#{"t_start": 1763553448.022194, "env_id": "BipedalWalker-v3"}
r,l,t
-108.152552,92,3.374635
-110.027108,1600,18.910085
-118.313447,103,19.776404
-110.865695,46,20.188223
-102.784108,89,21.95209
-98.910383,71,22.508476
-117.022627,1600,70.796294
-120.762542,95,71.65949
-109.231895,50,72.371639
-113.187811,1600,121.048016
-103.042588,99,122.023751
-117.964813,1600,191.115822
-98.055231,1600,247.294235
-103.275328,1600,331.434343
-111.5249,66,331.961391
-103.549749,84,332.615463
-91.445176,1600,350.103675
-101.743551,61,350.804753
-115.732655,68,351.550694
-104.27406,72,352.420391
-78.768701,1600,432.446312
-126.718297,109,433.644645
-100.893208,64,434.333625
-98.777508,99,435.349261
-61.557109,1600,516.22559
-79.035157,1600,585.04723
-54.298612,1600,664.687824
-58.618755,1600,701.465394
-38.67791,1600,782.749067
-103.12513,54,783.243779
-38.41445,1600,853.258147
-28.22476,1600,929.982937
-12.229642,1600,1011.875479
1.267875,1600,1049.138894
-1.05539,1600,1130.337962
22.224602,1600,1198.673455
26.515451,1600,1282.335658
37.324481,1600,1351.772803
41.748837,1600,1399.212606
56.553731,1600,1462.237916
62.176377,1600,1526.991853
-104.043148,99,1527.833226
76.760313,1600,1586.89537
86.327079,1600,1641.51319
79.524542,1600,1664.689415
-120.496776,112,1665.504978
130.200543,1600,1719.407796
-27.786746,975,1764.405128
-2.251674,1255,1782.239982
152.996696,1600,1835.280474
160.927373,1600,1889.748197
167.834291,1600,1942.544662
-106.813815,59,1943.179712
159.107712,1600,1973.323923
-74.316414,309,2007.948387
10.032462,976,2026.334296
201.38497,1600,2082.467088
-15.571353,725,2097.688853
209.285926,1600,2158.012933
16.046477,819,2168.215342
26.793627,1027,2218.269273
247.299059,1600,2273.473576
252.309687,1558,2298.049058
60.452525,1179,2350.387847
246.387869,1600,2409.516802
262.491016,1445,2439.032494
-108.007333,89,2440.168083
92.865844,1342,2494.814453
93.406344,1044,2550.624078
263.994918,1429,2577.561989
-37.497406,340,2580.602673
268.598406,1335,2640.001738
-92.378822,111,2640.934091
267.232203,1346,2694.418374
268.430899,1358,2743.374681
269.510709,1301,2769.401745
-66.261464,255,2778.894001
266.96767,1363,2829.791804
-42.53713,390,2832.89369
276.157764,1228,2881.041494
269.780391,1297,2904.803021
270.80831,1307,2957.703066
277.182869,1232,3010.629993
276.793208,1253,3035.725565
272.250043,1285,3093.96636
-116.667771,80,3094.511968
278.539527,1204,3119.34414
275.106156,1249,3171.341344
6.028048,623,3182.035604
280.300951,1171,3225.851642
284.02334,1113,3248.376511
281.231017,1163,3300.070646
284.438877,1116,3348.064603
279.725667,1169,3369.930415
281.024255,1179,3422.89333
280.744557,1123,3440.959202
281.718834,1154,3495.978841
279.201873,1143,3519.158699
279.02073,1175,3571.715008
284.872467,1084,3624.234687
285.003499,1089,3641.843378
284.143893,1136,3695.831341
-25.775018,314,3705.507514
280.81626,1161,3729.741396
287.047222,1088,3774.78512
282.802205,1112,3800.195356
280.080054,1169,3855.451978
284.415896,1107,3913.909251
178.262117,1052,3931.093219
283.989912,1132,3989.869237
284.226816,1102,4016.008089
282.898383,1110,4073.766184
285.602746,1080,4097.440604
132.918144,928,4148.112499
284.88277,1086,4172.297729
285.340957,1113,4231.166696
-32.209285,291,4234.388311
281.847099,1126,4259.625261
288.105444,1054,4318.436155
61.470901,619,4330.878445
280.525524,1151,4383.923616
283.2954,1083,4407.272912
285.69182,1064,4461.754285
287.203831,1048,4479.237131
286.8822,1047,4534.365682
287.71965,1019,4559.714557
282.509886,1069,4606.520702
285.058476,1056,4627.493038
285.721754,1050,4680.661481
285.746655,1030,4697.702199
282.911322,1103,4753.705265
289.052609,1014,4776.841825
284.30134,1062,4828.333489
285.317919,1047,4844.694929
284.652041,1052,4898.824775
74.745189,665,4912.711235
285.487062,1035,4968.451851
284.370134,1055,4984.044981
