#{"t_start": 1763553448.0263255, "env_id": "BipedalWalker-v3"}
r,l,t
-105.189056,54,3.068861
-119.240094,1600,18.396681
-114.969589,1600,67.866119
-102.757264,70,68.503543
-110.431588,231,70.443
-113.467035,1600,119.300411
-106.097769,1600,177.223228
-103.19458,79,177.834954
-105.715107,66,189.623443
-102.408543,60,190.34765
-109.263571,1600,246.522935
-109.807635,87,247.339388
-98.465552,69,248.145816
-93.156396,1600,332.000472
-94.06227,1600,349.341813
-91.744594,1600,419.201684
-74.484058,1600,500.779828
-108.548163,113,501.650099
-112.321119,62,502.197097
-73.975967,1600,581.065933
-115.869977,60,581.568194
-66.047419,1600,650.441792
-51.20473,1600,698.924615
-45.670325,1600,768.131683
-100.963607,78,768.958952
-112.563192,62,781.126984
-44.105079,1600,850.760689
-21.569352,1600,927.377092
-20.157802,1600,998.000074
4.448639,1600,1047.193568
1.673823,1600,1116.031865
14.049126,1600,1196.077321
28.848661,1600,1267.518361
37.981159,1600,1318.0746
43.7717,1600,1396.858479
49.120784,1600,1460.22876
76.142456,1600,1524.966349
86.137171,1600,1579.982318
98.82712,1600,1605.558432
90.43043,1600,1659.053044
-12.422358,1306,1707.475696
130.758392,1600,1763.495357
19.568075,1352,1782.134279
-88.807163,112,1783.156976
148.446409,1600,1836.282598
144.52904,1600,1890.558423
142.318849,1600,1943.714432
152.417278,1600,1973.670928
-36.856745,749,2016.860786
174.97384,1600,2073.969799
-118.395114,91,2078.789466
179.067181,1600,2107.149631
213.215198,1600,2164.77564
232.468542,1600,2219.985207
94.832725,1396,2273.631782
256.011738,1528,2297.958879
239.112184,1600,2354.019147
256.519747,1536,2416.981477
261.655207,1469,2473.553774
257.871353,1516,2505.761303
257.403754,1468,2566.682562
261.357056,1449,2621.37898
-64.917383,341,2628.213797
262.685853,1445,2685.575596
266.999285,1380,2705.914443
278.217805,1217,2756.594884
265.115574,1362,2818.298232
272.216845,1271,2840.684284
275.040122,1249,2888.373861
269.265165,1297,2912.627917
270.26554,1319,2966.232879
270.831918,1289,3019.422412
265.944506,1371,3044.96801
278.934644,1198,3095.841633
271.771373,1273,3149.809777
275.857759,1209,3172.645602
280.29977,1166,3221.868648
281.078975,1174,3245.525117
278.077336,1196,3296.75417
278.052943,1214,3312.152269
280.252845,1182,3362.15212
277.120436,1204,3414.292863
279.366926,1164,3439.391246
136.652688,969,3492.71583
284.270319,1116,3509.61112
276.063988,1204,3562.59035
280.85014,1170,3586.307076
281.08328,1153,3640.031206
283.310526,1118,3693.567645
285.22013,1100,3717.036027
283.792943,1124,3762.62005
280.732222,1144,3788.023001
153.850164,1018,3843.891402
286.652611,1063,3867.317273
150.378157,1026,3916.335566
126.767694,831,3939.300183
282.857339,1131,3990.730155
284.300616,1086,4016.585019
284.024614,1124,4074.499534
287.806326,1065,4098.306211
286.4798,1048,4149.809198
284.19392,1095,4174.207071
29.724976,557,4219.83685
285.628127,1091,4245.448734
284.962225,1093,4298.545303
284.449721,1100,4322.504892
287.660721,1031,4380.427094
289.145407,1003,4397.165811
285.720075,1057,4450.965786
285.892968,1057,4475.60222
283.056965,1082,4531.180188
282.604682,1105,4549.693244
78.155142,673,4593.68324
283.937741,1087,4616.428887
285.667096,1045,4668.019113
285.105099,1048,4691.827847
283.98184,1061,4740.905439
121.104661,818,4762.924224
287.075626,1040,4807.604932
21.051501,476,4818.370868
283.003379,1060,4841.222334
286.274115,1036,4888.203105
284.662359,1059,4912.906605
282.205472,1082,4968.978976
287.476479,1017,4984.358117
285.978773,1029,5039.212904
286.083526,1027,5063.812504
289.072358,997,5111.46127
287.44366,1025,5136.329715
285.906582,1027,5195.329771
285.607032,1020,5213.626778
289.059531,977,5270.910429
288.68439,985,5287.246341
286.861857,1010,5343.993204
288.452074,987,5369.837982
284.171179,1032,5422.652652
289.692379,972,5445.435639
287.016411,1018,5492.763735
289.370806,967,5515.260485
284.935138,1017,5571.034218
289.224758,984,5588.216868
285.21818,1019,5645.015716
287.155122,1011,5661.345166
287.558572,999,5717.089419
284.669575,1025,5740.543202
286.710764,993,5790.68569
288.227551,992,5814.738213
284.815916,1020,5866.583157
282.990827,1055,5891.056298
283.734641,1041,5947.635213
290.768837,946,5963.661678
283.154958,1023,6018.152837
289.253142,961,6032.496195
290.169794,967,6087.918045
289.448066,970,6111.152869
288.592309,976,6160.32671
291.100201,931,6181.482434
290.03766,959,6196.855344
157.834806,939,6250.875725
290.168133,959,6266.969085
291.078485,943,6321.910491
288.604092,978,6338.778801
-24.180595,301,6349.052721
290.290021,956,6401.64075
292.602789,921,6421.556753
285.880704,1001,6469.096549
-42.595406,296,6479.621645
289.176054,952,6497.106534
290.312864,938,6554.818465
284.889489,1027,6573.289695
292.54179,932,6629.408784
289.911705,966,6644.499768
291.122088,937,6702.810077
290.710771,930,6719.366469
288.58666,968,6774.539068
287.500522,980,6796.849242
286.76342,995,6848.053175
291.064685,937,6870.981382
289.668293,959,6920.397425
290.784291,934,6943.609226
290.408555,941,6993.350438
290.035725,940,7017.491856
291.762847,929,7033.467144
288.177916,980,7088.001512
290.354721,931,7104.187555
292.298193,909,7160.393086
290.320578,939,7176.76991
290.89104,925,7230.429548
56.615147,546,7242.599064
289.16696,947,7259.103826
160.628281,841,7307.207568
290.714326,930,7330.586813
291.423564,932,7379.143192
292.903655,907,7398.676814
290.090561,944,7446.162032
291.558964,904,7466.908872
291.357484,917,7515.473123
288.802071,956,7535.613049
290.530203,915,7551.129698
292.040566,904,7607.783412
289.444661,935,7624.063178
290.759392,920,7680.633475
292.563117,885,7696.230901
293.4973,881,7750.439085
291.921611,908,7766.0352
292.178101,886,7813.915452
115.194848,716,7835.283805
291.918865,885,7850.741354
292.842037,888,7898.985506
289.994221,921,7918.478214
286.63095,966,7967.768734
