#{"t_start": 1763553448.0338683, "env_id": "BipedalWalker-v3"}
r,l,t
-99.092454,88,3.327498
-125.577294,144,5.061153
-117.167137,68,5.765811
-105.94459,1600,21.651301
-113.352589,1600,70.009431
-103.17561,91,70.709011
-107.765043,74,71.411104
-125.631533,1600,120.366588
-100.749284,82,121.053457
-104.758619,1600,190.23212
-100.846666,68,190.858837
-117.552937,77,191.48907
-99.413679,1600,247.801824
-95.974224,1600,331.801407
-97.620531,73,332.372845
-100.358421,115,333.306982
-97.448388,84,333.997555
-85.7916,1600,352.118502
-101.859967,57,352.670496
-75.534399,1600,432.674241
-106.368823,59,433.250916
-62.7092,1600,504.372816
-59.824797,1600,582.688345
-58.733406,1600,651.656481
-62.098625,1600,699.928129
-49.65873,1600,781.034179
-24.642755,1600,850.661869
-115.837049,66,851.289084
-24.050616,1600,927.999225
-24.690302,1600,998.404243
-5.575646,1600,1047.626548
12.81201,1600,1116.666527
9.946481,1600,1196.638343
17.796847,1600,1279.93869
19.744992,1600,1318.546254
41.894556,1600,1397.553147
54.412117,1600,1460.667159
74.891263,1600,1525.524632
75.653445,1600,1580.503018
88.483262,1600,1605.997265
91.829302,1600,1659.452909
113.386353,1600,1712.900446
114.749957,1600,1769.615176
12.411295,1231,1785.453013
-37.020514,744,1826.110805
164.12704,1600,1847.760992
-12.388429,822,1895.467221
-99.358865,66,1896.123045
-22.824971,766,1904.285411
164.566035,1600,1959.366965
172.634116,1600,2018.200033
156.393707,1600,2079.51632
207.031092,1600,2107.679893
214.920804,1600,2165.42258
61.832486,1369,2218.798901
245.396572,1600,2273.972908
255.129165,1541,2298.400243
252.989671,1580,2354.598387
264.139127,1431,2416.163428
257.475028,1486,2473.158784
118.750513,1287,2496.842584
257.876563,1468,2564.225708
-95.932586,82,2564.955666
261.768127,1452,2619.720985
266.315484,1334,2643.41426
264.982412,1368,2696.319731
264.162555,1414,2752.634476
262.083689,1407,2780.283106
31.590324,709,2820.800962
266.757251,1362,2843.717943
270.769155,1289,2891.760849
269.693909,1304,2945.234979
269.752479,1336,2969.925427
274.165335,1301,3030.688356
275.552756,1261,3082.408356
271.177264,1265,3106.811085
274.377976,1249,3161.526044
277.016848,1219,3181.739197
273.401841,1244,3233.394418
279.532739,1159,3277.687539
280.615097,1164,3300.819302
280.2263,1162,3349.001736
285.0242,1113,3370.578816
280.459311,1155,3423.305655
275.84823,1226,3450.471234
283.066489,1136,3497.186214
-111.020722,73,3505.029567
-107.253506,108,3506.034498
282.043255,1140,3558.143716
280.132648,1167,3574.437061
