#{"t_start": 1763553448.0326293, "env_id": "BipedalWalker-v3"}
r,l,t
-105.338862,56,3.089776
-209.950939,1355,16.149831
-106.43471,61,16.888064
-111.547009,49,17.259534
-120.036617,1600,65.785552
-122.356512,123,67.781487
-110.693527,48,68.217958
-123.843196,1600,116.080043
-108.859166,1600,174.916591
-102.986926,1600,207.557865
-99.874089,1600,280.828947
-105.89896,1600,342.335927
-102.317973,65,342.997097
-107.897839,92,344.00291
-84.326774,1600,404.621316
-68.077869,1600,485.254779
-102.033185,54,485.927151
-75.810601,1600,531.521726
-58.136872,1600,602.38694
-64.052297,1600,681.7292
-47.452285,1600,749.881858
-59.020318,1600,831.076538
-28.629555,1600,868.506325
-9.302583,1600,947.389432
-19.796801,1600,1028.5955
4.840525,1600,1097.570528
3.277801,1600,1147.89371
18.380446,1600,1217.0044
28.307809,1600,1298.955947
46.607173,1600,1367.013084
61.76611,1600,1442.37823
45.773847,1600,1475.784613
70.698815,1600,1535.238173
88.22038,1600,1595.838376
102.222182,1600,1648.103027
103.487475,1600,1702.58342
127.417587,1600,1722.61842
128.001034,1600,1779.705508
-77.869151,766,1788.255051
140.448036,1600,1843.4331
-10.403789,876,1887.608907
155.700559,1600,1908.271205
151.72248,1600,1966.339551
150.627744,1600,2026.783357
186.781777,1600,2082.799752
223.64767,1600,2148.090865
223.293413,1600,2169.14771
243.685818,1600,2228.096506
27.358085,920,2273.36386
250.472004,1580,2298.111736
-111.785662,62,2298.691183
250.879607,1582,2361.600263
261.222711,1449,2416.778652
255.007121,1521,2473.823254
262.694821,1426,2505.16904
257.728747,1485,2566.191876
264.745572,1411,2620.664274
262.253436,1436,2645.208713
268.187615,1335,2702.628879
263.778375,1417,2754.396677
268.929776,1335,2781.216969
261.860992,1412,2832.501999
271.476635,1294,2881.167636
269.504895,1329,2905.204749
272.180067,1270,2965.055358
279.585349,1184,3010.338221
273.079761,1282,3035.676376
133.880624,1156,3086.143492
274.106045,1261,3110.318642
273.64577,1272,3165.00827
276.424564,1211,3213.858888
275.083456,1216,3237.025849
281.259001,1189,3287.58431
267.020888,1373,3311.513047
282.844494,1142,3361.128267
281.229868,1145,3412.472728
282.339306,1133,3437.465448
280.743895,1165,3492.603516
282.798,1117,3509.396274
33.614323,557,3550.234626
285.77259,1089,3572.41046
279.919775,1153,3625.501799
282.630846,1110,3650.808681
286.803756,1089,3696.941177
280.197264,1150,3720.337384
96.926938,847,3770.593762
279.340991,1159,3796.955636
3.707986,434,3800.461447
69.043723,681,3845.872297
282.672916,1136,3870.270558
285.14779,1068,3926.597733
-18.09117,349,3930.347189
282.741837,1121,3989.138489
282.300378,1126,4015.395957
68.66694,658,4027.897695
284.766551,1091,4085.644522
289.113424,1065,4103.727562
284.060064,1100,4162.379909
286.845157,1075,4219.727816
93.009644,785,4235.511998
284.435667,1082,4260.469115
288.847168,1050,4319.12154
283.95932,1100,4370.124798
281.933819,1094,4395.004913
285.966813,1068,4449.212148
283.624927,1105,4474.03769
283.406413,1106,4522.028693
283.659596,1057,4548.095092
283.186636,1064,4603.284677
283.880577,1059,4618.107924
286.777033,1040,4669.601532
286.003688,1060,4693.545929
285.144183,1032,4742.315317
