#{"t_start": 1763553448.0208163, "env_id": "BipedalWalker-v3"}
r,l,t
-114.56101,84,3.2977
-104.65199,59,4.038602
-112.588529,42,4.4695
-105.010856,53,5.158777
-113.525199,1600,20.118121
-118.289441,1600,69.518026
-105.5737,70,70.084694
-103.156215,1600,118.917639
-98.57626,1600,176.870999
-109.764696,66,177.370651
-110.819589,1600,244.630167
-98.638025,1600,283.673459
-84.284406,1600,345.083188
-102.214962,95,346.198264
-98.487192,107,347.284547
-85.284934,1600,417.763492
-80.277068,1600,488.500702
-63.215122,1600,566.719269
-60.115117,1600,616.004092
-102.233835,66,616.491334
-65.2706,1600,684.466505
-43.241089,1600,765.071043
-41.382041,1600,834.529568
-24.108664,1600,914.236048
-14.010367,1600,950.795473
-106.743755,99,963.809685
-14.946599,1600,1032.441117
5.481626,1600,1112.941117
9.750918,1600,1181.278862
27.676033,1600,1232.632812
36.926101,1600,1302.883496
32.005748,1600,1381.606163
53.766908,1600,1457.039427
-103.592484,64,1457.57744
70.816059,1600,1518.891508
78.783388,1600,1546.481784
-105.975698,119,1547.578696
-108.924815,44,1578.780547
99.541068,1600,1604.372937
108.554883,1600,1657.808916
8.415082,1536,1710.82188
130.63417,1600,1764.368512
-101.616463,60,1765.18161
-100.099419,51,1765.584919
114.937021,1600,1787.800562
-5.735095,966,1830.374659
142.214659,1600,1887.99644
142.913942,1600,1908.610112
151.121135,1600,1966.711087
175.547772,1600,2027.128643
197.888049,1600,2083.087579
184.010703,1600,2148.463634
115.812555,1565,2169.170896
218.24898,1600,2228.119612
107.470253,1429,2282.133411
253.009978,1571,2338.943418
258.959089,1490,2364.615467
250.035413,1589,2428.606157
263.067449,1433,2483.536639
-38.722387,693,2495.456501
258.91281,1482,2555.058058
264.383261,1395,2617.736612
265.540014,1367,2641.538589
264.266101,1413,2695.193417
267.612937,1342,2744.170031
263.351225,1424,2771.639239
40.693841,804,2819.734661
271.391942,1293,2842.081669
130.420403,1193,2889.336179
270.040259,1280,2913.497556
267.715416,1347,2967.555321
272.311128,1290,3020.592798
275.596516,1257,3045.205674
279.024927,1180,3095.969519
277.250029,1201,3149.392849
279.120183,1190,3172.123944
279.409313,1170,3221.335089
277.671658,1183,3245.029438
275.085169,1254,3296.698875
283.939463,1109,3311.282924
