#{"t_start": 1763553448.0163624, "env_id": "BipedalWalker-v3"}
r,l,t
-107.564133,50,3.04348
-111.91874,1600,18.345621
-108.619859,55,19.02579
-108.811905,46,19.40965
-120.882585,111,20.407996
-112.832838,48,21.746176
-115.812308,47,22.183065
-106.112178,88,23.006519
-101.346472,66,55.5747
-102.291032,78,56.413962
-102.925925,82,57.205956
-110.373921,42,57.555016
-115.410612,1600,75.120567
-117.116885,80,75.743842
-113.668135,1600,123.233861
-108.278356,1600,192.317064
-98.74156,1600,260.547899
-95.554648,1600,332.597433
-99.006665,86,333.305357
-92.209794,1600,350.980031
-98.99051,63,351.815561
-105.250111,64,352.529178
-102.204852,59,353.21162
-118.961849,92,385.758136
-103.121736,99,386.649636
-69.151479,1600,435.241185
-80.473993,1600,516.024604
-73.692969,1600,584.888519
-53.709399,1600,664.59688
-97.724953,94,665.452396
-49.614952,1600,734.892566
-56.933973,1600,783.459801
-21.340686,1600,853.543436
-35.118898,1600,930.255699
-27.527987,1600,1012.095123
-117.786561,84,1013.090513
-109.452586,56,1013.565733
-10.218044,1600,1081.544392
4.12183,1600,1132.061939
-3.055158,1600,1212.776124
28.25342,1600,1283.762829
31.958745,1600,1363.6776
38.876234,1600,1400.659877
59.681232,1600,1471.548998
64.406563,1600,1528.414002
100.156192,1600,1587.616121
92.321988,1600,1642.107483
121.088021,1600,1665.199821
-57.070662,824,1706.521921
123.369266,1600,1762.756061
158.186211,1600,1783.607956
145.141501,1600,1836.741956
114.612625,1600,1895.227391
138.309395,1600,1944.246685
170.207574,1600,1974.070833
185.274324,1600,2029.976789
203.53725,1600,2094.233297
212.167488,1600,2151.167708
213.340928,1600,2207.150865
248.842671,1600,2231.512611
230.790077,1600,2289.985683
18.16445,758,2300.140875
-116.045873,133,2332.330709
-37.076377,414,2341.841437
72.566782,1010,2362.822857
255.077137,1523,2418.877336
244.312619,1600,2482.495445
252.390921,1561,2540.868977
266.805526,1361,2568.993958
261.004699,1459,2627.6042
264.17782,1410,2684.699466
265.495562,1381,2705.184913
266.629056,1353,2756.819302
-99.977054,97,2766.16464
267.681007,1361,2819.400251
270.633795,1309,2841.849699
271.194553,1280,2889.866858
273.660774,1242,2913.684464
273.734332,1268,2966.882005
275.869072,1233,3019.668387
272.074099,1280,3044.580235
271.857139,1272,3095.986338
277.807433,1200,3149.390718
271.86643,1287,3172.814299
279.472528,1159,3222.141392
282.839019,1140,3245.339161
281.002376,1173,3289.144943
278.544674,1211,3311.807043
281.286547,1167,3361.611227
285.448934,1111,3412.679994
281.830885,1167,3438.054887
277.230456,1212,3493.441039
279.990552,1167,3517.003071
279.490029,1153,3569.417236
280.519295,1152,3587.115096
280.248237,1145,3640.748581
282.789613,1121,3694.072291
277.122499,1208,3718.57117
276.343123,1192,3771.80952
280.817819,1133,3797.82156
283.144362,1117,3847.198469
284.289176,1115,3871.051456
59.659429,659,3916.534993
284.006163,1088,3942.122222
285.853489,1098,4000.956016
105.083925,860,4016.731657
286.021464,1074,4074.206921
284.103387,1084,4098.194195
281.808824,1112,4150.225317
287.673906,1047,4174.236992
176.164691,1090,4233.062786
287.319463,1061,4257.186767
285.57403,1079,4309.535343
282.830788,1116,4333.811898
287.105887,1045,4392.58994
284.834464,1057,4409.031132
284.655635,1064,4463.534594
19.400741,532,4476.061567
285.496279,1066,4531.632968
-26.543167,337,4534.790031
284.265885,1051,4560.548774
281.151635,1117,4613.878809
281.83162,1110,4628.744094
286.886674,1018,4681.973513
279.761755,1122,4738.921448
290.148086,993,4754.991855
285.495798,1038,4807.237042
284.219809,1062,4829.884985
282.431587,1068,4883.825745
289.200353,1024,4900.450333
-29.460232,309,4910.598581
284.369131,1035,4959.88442
49.163947,540,4971.325991
286.970126,1016,4994.063285
286.218516,1028,5041.935141
284.772695,1051,5066.645495
287.892482,1012,5122.415467
287.96041,1015,5139.269579
31.241312,525,5185.962744
286.189951,1048,5211.614128
287.883197,1011,5269.456474
290.473354,951,5285.588285
287.962522,997,5342.360448
287.574931,998,5359.833939
286.568521,1006,5420.605579
287.277918,995,5436.556087
285.479409,1021,5490.925122
286.978328,999,5514.147325
285.933919,1022,5562.953757
293.39635,937,5585.660842
286.320011,1014,5635.661647
286.273586,1008,5659.199195
287.304449,992,5715.154523
285.498965,1007,5732.059407
9.099368,410,5742.408563
286.644642,995,5792.615812
288.671335,978,5816.396443
285.800257,981,5874.382276
185.96246,956,5891.388226
285.273684,998,5947.636834
287.129377,989,5964.13431
285.896691,1006,6018.405964
290.57644,953,6032.643672
289.861631,961,6088.104908
