#{"t_start": 1764230404.9306612, "env_id": "HalfCheetah-v3"}
r,l,t
-16.270532,1000,10.035357
1.694551,1000,20.296256
-3.588932,1000,30.292839
4.665718,1000,40.720991
10.29301,1000,51.181325
17.135,1000,61.653322
25.206958,1000,71.720567
33.341114,1000,81.640918
45.591311,1000,91.889453
47.564413,1000,102.149688
82.452181,1000,125.438796
103.822124,1000,135.484155
137.403181,1000,145.604499
175.027825,1000,155.916372
212.330354,1000,166.380672
179.27286,1000,176.650611
251.509916,1000,187.187824
317.392235,1000,197.842581
263.853805,1000,208.087273
399.044442,1000,218.430964
249.95331,1000,241.473696
343.086089,1000,249.59896
436.5088,1000,260.036757
427.397139,1000,270.492555
419.430537,1000,280.874632
505.811386,1000,290.754278
627.021059,1000,300.817977
530.246737,1000,311.08385
606.909331,1000,321.590036
711.730926,1000,332.072098
641.755983,1000,354.764248
616.44986,1000,365.976835
740.422443,1000,380.754376
908.828852,1000,394.639761
875.981397,1000,404.466375
949.311519,1000,414.274918
925.652313,1000,424.366922
1107.751786,1000,434.537676
1120.633909,1000,444.836119
1155.8143,1000,455.002182
1149.393024,1000,478.3774
1176.353094,1000,488.49895
1295.757402,1000,496.529457
1317.935397,1000,507.12193
1312.029095,1000,517.550175
1417.62487,1000,528.201531
1375.003409,1000,538.554981
1439.256693,1000,548.879992
1470.228971,1000,559.278114
1499.582432,1000,569.97846
1462.818862,1000,592.63633
1446.194442,1000,602.880323
1558.629416,1000,614.345073
1568.293415,1000,628.523748
1618.503924,1000,643.654006
1655.199312,1000,653.301246
1581.949642,1000,663.18108
1638.168392,1000,673.238255
1709.561835,1000,683.592572
1679.128027,1000,693.982311
1688.866337,1000,716.97214
1869.838187,1000,727.002598
1665.091905,1000,736.878026
1871.121218,1000,744.178638
1038.916247,1000,754.627886
1894.945179,1000,765.157879
1970.709992,1000,775.726058
1800.015757,1000,786.262369
1953.805459,1000,796.505564
357.123325,1000,806.973316
596.551376,1000,829.648969
1895.108576,1000,839.62942
1892.338568,1000,849.284052
2010.757072,1000,859.128061
1829.205267,1000,869.448386
1946.449294,1000,880.625566
1997.689588,1000,890.686034
2145.15275,1000,901.043814
2028.626186,1000,921.948971
1701.387284,1000,940.417784
2087.226985,1000,963.068366
890.945924,1000,973.1385
2145.303052,1000,983.414065
2130.047396,1000,993.703712
2128.988144,1000,1003.81612
2178.285675,1000,1011.678435
1965.960416,1000,1022.032011
2225.833454,1000,1032.599407
2044.30715,1000,1043.229048
2179.161186,1000,1053.637241
927.588409,1000,1076.959039
2202.141001,1000,1087.543273
2231.637125,1000,1105.726079
2256.225014,1000,1116.161837
2328.058231,1000,1126.704394
2235.138744,1000,1136.941289
2374.457072,1000,1147.133374
2365.885703,1000,1157.130799
2323.342549,1000,1166.979541
2419.920156,1000,1187.170912
2453.368236,1000,1217.160908
2401.480128,1000,1226.931904
2404.143013,1000,1237.171185
2382.03876,1000,1247.455948
231.375586,1000,1257.757411
2302.593651,1000,1267.44154
2489.494926,1000,1274.968302
2463.819501,1000,1284.49129
2536.950949,1000,1295.049943
2506.376437,1000,1305.693059
2572.359607,1000,1328.613661
2573.782431,1000,1339.02738
2382.006221,1000,1349.679389
2485.042847,1000,1360.285649
1460.350929,1000,1370.867326
2706.218709,1000,1381.319298
2623.381604,1000,1391.3717
2669.691281,1000,1401.261261
2662.844937,1000,1411.002898
2416.700899,1000,1420.841671
654.97114,1000,1443.202452
2701.548886,1000,1453.023552
135.656175,1000,1463.193911
2268.194512,1000,1473.504839
2568.446604,1000,1484.274791
2642.022644,1000,1499.062582
2298.557101,1000,1513.320792
2573.049224,1000,1520.737482
2485.648547,1000,1530.671962
2569.539899,1000,1540.889208
520.904269,1000,1564.263389
2839.770476,1000,1574.923994
2345.63535,1000,1585.451198
2663.155439,1000,1596.033248
2728.691024,1000,1606.394015
2794.515958,1000,1616.195687
2690.645854,1000,1626.1742
2682.799171,1000,1636.149762
2669.365567,1000,1646.24919
921.128806,1000,1656.477216
2720.268513,1000,1679.739915
2904.83805,1000,1689.643097
2585.859875,1000,1699.751956
2858.005128,1000,1709.859272
2901.523809,1000,1719.600997
2722.225082,1000,1729.413994
788.479774,1000,1739.308015
2765.168374,1000,1749.401076
2651.32074,1000,1759.759782
911.376981,1000,1767.816925
2852.149176,1000,1790.554971
2924.908554,1000,1801.064221
2963.478584,1000,1811.736852
245.095152,1000,1822.198761
2785.708617,1000,1832.717015
2816.537394,1000,1843.247437
2855.028794,1000,1853.712074
2889.572999,1000,1863.683085
2484.944586,1000,1873.600039
2718.86173,1000,1883.329399
2910.389249,1000,1906.221492
2898.12684,1000,1916.155567
2764.068288,1000,1925.810708
3074.697602,1000,1935.451867
1602.204443,1000,1945.345017
2735.791999,1000,1955.256869
2403.966523,1000,1965.410957
2345.961077,1000,1975.424496
3118.211625,1000,1985.238386
3021.000153,1000,1995.113735
2984.051087,1000,2015.672009
3046.458478,1000,2025.589519
3036.259774,1000,2035.328784
1423.588909,1000,2045.448012
3008.704719,1000,2055.705468
3055.707577,1000,2066.210117
3133.264835,1000,2076.84264
2976.196882,1000,2087.562494
3101.67522,1000,2098.130092
3105.724659,1000,2108.915383
3091.353604,1000,2131.166699
2670.289424,1000,2140.726839
3145.201154,1000,2150.294043
3071.517838,1000,2160.28534
3153.188098,1000,2170.543043
3069.662435,1000,2180.65464
3063.179217,1000,2190.374603
3155.297641,1000,2200.054155
3183.065981,1000,2210.036128
3225.873355,1000,2220.318114
3190.453544,1000,2242.270258
3251.700386,1000,2249.75143
3172.304238,1000,2259.524518
3302.603496,1000,2269.723627
3328.621567,1000,2280.208158
2676.081822,1000,2290.944462
3231.934142,1000,2301.446627
3349.71369,1000,2312.092778
3369.829122,1000,2322.339103
3323.831151,1000,2332.440109
3270.621898,1000,2355.506389
2438.655395,1000,2365.815952
3254.309072,1000,2375.376033
3291.495897,1000,2384.990804
3421.313114,1000,2394.889057
3296.858717,1000,2405.205232
3269.150901,1000,2415.478209
3393.254264,1000,2425.202358
2687.965721,1000,2434.692834
30.141644,1000,2444.314229
3299.403368,1000,2466.943766
3195.737362,1000,2477.087302
3471.419491,1000,2487.099247
1314.373708,1000,2494.887758
3424.884209,1000,2505.071101
3459.831032,1000,2514.762521
3262.562058,1000,2525.028467
3244.374077,1000,2535.517497
3369.256735,1000,2546.132549
3496.765125,1000,2556.510235
3491.304892,1000,2579.605825
3507.978642,1000,2590.026297
3492.432162,1000,2599.989351
3537.602115,1000,2609.818593
3468.991885,1000,2619.367102
3531.903339,1000,2629.286714
3533.603238,1000,2639.339107
3686.748667,1000,2649.523268
3552.849235,1000,2659.293274
3585.596869,1000,2669.11024
3539.098489,1000,2691.821869
3522.342084,1000,2701.618759
3546.685077,1000,2711.083013
-4.430022,1000,2720.870619
1595.157389,1000,2728.828136
3637.831097,1000,2739.162441
3573.301088,1000,2749.396446
3571.713858,1000,2759.501418
3602.93826,1000,2769.509117
3715.009716,1000,2779.955101
3704.047104,1000,2803.124748
3732.406433,1000,2813.261446
3675.112986,1000,2823.205935
3583.285331,1000,2833.472734
3630.877695,1000,2843.862975
3631.895134,1000,2854.138752
3327.230576,1000,2864.112523
3738.372944,1000,2873.880403
3724.468477,1000,2883.930746
3012.559723,1000,2894.103926
3579.944478,1000,2917.010914
3624.421648,1000,2927.288946
3746.456361,1000,2937.207169
3659.946305,1000,2946.911086
3704.37003,1000,2956.717051
3710.04941,1000,2964.21538
3741.926951,1000,2974.454368
3737.77128,1000,2984.250329
3718.814749,1000,2994.443052
3822.2478,1000,3006.549508
3246.080064,1000,3033.53597
3764.189593,1000,3045.672882
3860.693399,1000,3057.772268
3851.316696,1000,3069.985694
3737.512756,1000,3082.166978
3728.3282,1000,3094.480175
3872.695039,1000,3106.773175
3745.903517,1000,3118.94308
3860.607644,1000,3131.625561
3847.091254,1000,3144.183512
3853.973927,1000,3171.664322
3886.329612,1000,3184.16682
3769.822738,1000,3196.659127
3884.838011,1000,3209.11941
3905.343557,1000,3221.421542
3843.516463,1000,3233.574921
3917.577894,1000,3245.71437
2811.539392,1000,3255.204029
3782.971635,1000,3267.445448
3726.049196,1000,3279.74048
3861.982965,1000,3306.63857
3937.414294,1000,3318.778773
3910.637504,1000,3331.2088
3744.145367,1000,3343.542564
3949.266027,1000,3355.89736
3633.241119,1000,3368.029016
4011.95802,1000,3380.167379
3995.775154,1000,3392.327597
3953.00424,1000,3404.742437
3981.684975,1000,3417.318719
3964.489463,1000,3444.622931
4024.004987,1000,3456.962039
4055.758996,1000,3469.496829
4046.290441,1000,3481.873649
4075.863567,1000,3494.031031
4080.752604,1000,3505.920787
4026.924542,1000,3517.957528
4070.220722,1000,3530.197987
4043.415634,1000,3539.684544
4035.195596,1000,3551.946054
4138.079012,1000,3578.558452
4024.493417,1000,3590.853498
3990.48942,1000,3603.322098
4067.351501,1000,3615.607373
4082.145087,1000,3627.758989
4111.634321,1000,3639.977616
4094.721978,1000,3652.275712
4069.587291,1000,3664.579957
4021.034514,1000,3676.925166
4100.688046,1000,3689.350255
4089.440996,1000,3716.873471
4149.334564,1000,3729.131199
4014.178755,1000,3741.55653
4081.287351,1000,3753.842783
4157.247393,1000,3766.099994
4171.822337,1000,3778.247722
4182.051158,1000,3790.431841
3183.703195,1000,3802.617098
4145.494694,1000,3815.037428
4121.842767,1000,3824.742725
4077.69376,1000,3851.787603
4064.122881,1000,3863.999435
4063.577173,1000,3876.172624
4204.266613,1000,3887.989621
4091.969546,1000,3900.162861
4163.198485,1000,3912.402199
4219.52162,1000,3924.663226
4187.822009,1000,3936.629257
4115.007155,1000,3948.699777
4071.850966,1000,3961.20617
4292.87505,1000,3988.685889
2661.091932,1000,4001.041907
3651.022579,1000,4013.529987
4255.660688,1000,4025.972969
4136.834971,1000,4038.448882
4170.97225,1000,4050.845048
4225.73202,1000,4063.243798
4189.115788,1000,4075.446917
4250.240858,1000,4087.601421
4263.226129,1000,4099.948984
4276.475813,1000,4127.042097
4205.749942,1000,4136.5392
4179.331409,1000,4148.904221
4191.858272,1000,4161.203309
4283.914859,1000,4173.506543
4234.473728,1000,4185.730402
4301.031595,1000,4197.813571
4327.684883,1000,4209.884537
4305.143904,1000,4222.40727
4355.051485,1000,4234.901109
4228.767465,1000,4262.236586
727.795677,1000,4274.567585
4346.679167,1000,4287.064492
4273.984872,1000,4299.555101
4390.124502,1000,4311.791294
4386.396704,1000,4323.832203
4316.763386,1000,4335.931518
4458.860976,1000,4348.041842
4342.581283,1000,4360.258183
4344.577516,1000,4372.586761
4393.81757,1000,4399.583871
4333.521615,1000,4411.712903
4431.003681,1000,4421.228406
4345.826398,1000,4433.476164
4458.628328,1000,4445.679896
4527.509826,1000,4457.895468
1129.008662,1000,4469.901356
4362.748666,1000,4481.971882
4494.47039,1000,4494.509011
4405.979754,1000,4506.916832
4386.025529,1000,4534.262954
3482.988657,1000,4546.74769
4415.285285,1000,4559.362572
4430.943744,1000,4571.710572
4406.900555,1000,4583.981892
4540.168043,1000,4596.051832
4464.837784,1000,4608.257754
4454.257697,1000,4620.546108
4502.128928,1000,4632.883667
4505.329404,1000,4645.149282
4536.598418,1000,4671.971436
4517.320017,1000,4684.153326
2444.846609,1000,4696.278178
4467.372162,1000,4705.533474
4554.467015,1000,4717.827751
4536.373182,1000,4730.086187
4484.652398,1000,4742.337526
4579.082653,1000,4754.668142
4528.830319,1000,4767.174295
4659.362168,1000,4779.565
4285.493427,1000,4807.043507
4514.064667,1000,4819.356222
4509.942187,1000,4831.786118
4488.9935,1000,4844.036549
4527.420409,1000,4856.25169
4539.4311,1000,4868.743842
4629.516744,1000,4881.140644
4504.246693,1000,4893.456881
4595.689259,1000,4905.627934
4598.301626,1000,4917.82273
4565.717892,1000,4944.839907
4643.773839,1000,4957.344625
4688.775107,1000,4969.479359
4559.942577,1000,4981.751515
4643.059634,1000,4993.981964
4618.000134,1000,5003.659865
4659.035551,1000,5015.786697
4677.855164,1000,5028.078219
4582.065604,1000,5040.516176
4599.052968,1000,5052.976661
4727.757181,1000,5080.471052
4646.475386,1000,5093.130533
4655.480379,1000,5105.677336
4625.211243,1000,5118.239738
4648.90652,1000,5130.368675
4715.344192,1000,5142.498613
4663.832891,1000,5154.508574
4687.095349,1000,5166.612773
4701.880386,1000,5178.89581
4746.082693,1000,5191.099697
4610.1873,1000,5218.135684
4593.629961,1000,5230.43583
4620.732913,1000,5242.808643
4684.082569,1000,5254.939705
4690.842423,1000,5267.046813
4733.142818,1000,5279.388751
4719.536877,1000,5289.011275
4674.559824,1000,5301.499509
4665.179512,1000,5313.970211
4803.255346,1000,5326.586689
4572.424014,1000,5354.036087
4673.937189,1000,5366.427918
4670.803615,1000,5378.78669
4696.234179,1000,5391.158093
4597.488623,1000,5403.249469
4689.723896,1000,5415.463629
4656.448556,1000,5427.792572
4683.804638,1000,5440.359066
4580.813253,1000,5460.708363
3346.027277,1000,5472.918868
4642.619358,1000,5499.748053
4760.46885,1000,5512.10294
4772.082938,1000,5524.388169
4633.562836,1000,5536.591959
4610.617788,1000,5548.735149
4677.574513,1000,5561.082129
4581.934351,1000,5573.904145
4714.948775,1000,5583.621383
4651.737007,1000,5596.169697
4753.584227,1000,5608.640018
4663.55509,1000,5636.713757
4721.03746,1000,5649.350901
4644.115251,1000,5666.873183
4678.239323,1000,5688.733936
4677.972121,1000,5700.948043
4781.263533,1000,5713.111869
4656.385295,1000,5725.478842
4712.347925,1000,5737.767706
4597.679142,1000,5750.276458
4774.088105,1000,5762.644705
4675.730065,1000,5789.821726
4686.698871,1000,5802.010753
4733.486369,1000,5814.381616
4740.272578,1000,5826.730157
4769.347844,1000,5838.936898
4576.18423,1000,5851.179873
4699.798576,1000,5863.220568
4721.358615,1000,5875.388385
4723.240933,1000,5887.618167
4774.915875,1000,5897.246374
4755.851235,1000,5924.129421
4721.638006,1000,5936.348495
4780.675264,1000,5948.49923
4800.5085,1000,5960.847987
4680.357496,1000,5973.255241
4698.65264,1000,5985.632939
4751.492799,1000,5998.090065
4823.404306,1000,6010.512482
4827.819256,1000,6023.124068
4774.931176,1000,6035.699821
4757.2046,1000,6062.822919
4836.572835,1000,6075.198571
4759.140407,1000,6087.442019
4801.200243,1000,6099.635345
4778.380267,1000,6111.612881
4690.439893,1000,6123.853922
4728.058634,1000,6136.303633
4827.599537,1000,6148.50102
4767.163261,1000,6160.764503
4806.000436,1000,6172.776465
4801.696093,1000,6197.131741
4839.739458,1000,6209.305069
4831.145893,1000,6221.193545
4741.682108,1000,6233.459819
4689.131663,1000,6246.171307
4800.445488,1000,6258.617805
4868.883048,1000,6271.176947
4866.721851,1000,6283.521819
4893.070836,1000,6296.259135
4841.892848,1000,6308.833522
4863.423226,1000,6336.331359
4762.831493,1000,6348.564632
4814.137243,1000,6360.768358
4872.235424,1000,6372.927198
4943.207159,1000,6385.165894
4852.489107,1000,6397.395736
4873.49153,1000,6409.561327
3174.535253,1000,6421.776997
4941.461066,1000,6434.048409
1468.03702,1000,6446.170969
4843.117142,1000,6473.174641
4889.160373,1000,6482.653938
