#{"t_start": 1764159481.17429, "env_id": "HalfCheetah-v3"}
r,l,t
-382.277977,1000,19.715101
-434.42963,1000,34.876937
-333.182111,1000,50.162147
-240.470907,1000,61.986131
-261.124261,1000,83.210168
-341.898166,1000,98.523129
-348.672747,1000,120.012454
-247.134785,1000,135.549929
-280.240827,1000,157.998267
-366.948446,1000,173.291932
-450.771471,1000,219.139934
-372.669604,1000,234.725107
-370.576871,1000,256.311092
-420.01517,1000,272.363829
-356.550779,1000,295.023297
-314.974514,1000,306.209876
-291.007008,1000,327.545191
-353.020045,1000,341.325408
-369.069508,1000,360.957438
-326.671395,1000,376.504992
-429.028851,1000,421.879757
-429.556133,1000,437.444992
-438.381421,1000,459.080131
-377.034443,1000,474.173098
-385.202539,1000,496.547864
-283.756477,1000,512.290721
-339.497959,1000,533.891137
-251.083266,1000,549.38449
-248.935837,1000,567.952157
-209.575357,1000,583.423267
-326.405339,1000,627.774107
-470.088087,1000,640.915069
-550.461742,1000,656.975517
-459.115523,1000,678.772385
-411.003601,1000,694.038004
-509.328652,1000,715.583048
-491.260622,1000,731.60358
-372.432893,1000,753.206722
-317.97556,1000,768.854821
-374.329178,1000,791.411124
-383.488641,1000,827.343678
-609.056015,1000,849.758435
-606.13155,1000,864.885566
-577.458175,1000,886.943114
-563.747582,1000,902.628073
-531.161353,1000,920.601914
-471.687462,1000,936.219208
-496.254521,1000,957.472274
-573.396718,1000,973.371375
-446.977154,1000,995.961464
-430.414336,1000,1035.92969
-492.110231,1000,1058.891648
-639.870641,1000,1072.621554
-631.251539,1000,1093.304021
-590.863833,1000,1108.63558
-579.645845,1000,1130.765203
-555.247556,1000,1146.420488
-571.501772,1000,1168.580461
-498.431678,1000,1184.001947
-621.812673,1000,1199.378616
-451.5709,1000,1242.911912
-509.741175,1000,1257.533339
-724.021462,1000,1279.7243
-703.02304,1000,1295.523917
-681.736096,1000,1316.897342
-597.955546,1000,1332.073015
-611.358954,1000,1351.123629
-542.324018,1000,1366.962678
-635.40997,1000,1389.42742
-517.438304,1000,1405.244064
-514.221205,1000,1451.521904
-479.310386,1000,1467.00528
-527.679953,1000,1489.217703
-499.978094,1000,1503.341779
-450.55424,1000,1524.844058
-492.164155,1000,1539.991239
-579.899837,1000,1563.343847
-479.772561,1000,1579.698812
-526.331945,1000,1602.24647
-544.989684,1000,1614.284314
-329.342077,1000,1663.176539
-317.799141,1000,1678.859669
-401.233342,1000,1702.081337
-526.772655,1000,1718.586352
-539.864672,1000,1742.345255
-449.531083,1000,1758.568795
-414.943258,1000,1774.971038
-382.900661,1000,1797.576159
-384.602425,1000,1813.917869
-342.981697,1000,1832.469103
-335.040099,1000,1848.647393
-287.218887,1000,1896.657315
-254.501988,1000,1908.30996
-463.773658,1000,1930.255531
-442.939363,1000,1946.545463
-467.210709,1000,1968.621376
-401.164241,1000,1985.709025
-461.533009,1000,2008.454595
-350.532457,1000,2023.609458
-388.153721,1000,2045.445912
-378.675802,1000,2061.388271
-350.908135,1000,2106.859196
-320.659885,1000,2121.017289
