#{"t_start": 1764215627.4860787, "env_id": "BipedalWalker-v3"}
r,l,t
-117.753916,80,5.064827
-106.190173,64,6.964341
-116.32023,79,9.317662
-105.223904,64,11.302255
-107.894876,56,12.959693
-109.262132,56,14.625119
-100.49029,82,17.080574
-118.813085,1600,117.20506
-129.720567,151,121.77459
-109.641497,103,124.837763
-115.601503,92,127.536569
-113.969309,1600,178.563468
-101.306791,1600,285.449044
-96.415506,1600,413.490633
-105.121141,79,415.902897
-121.396625,67,417.955603
-118.48518,84,420.496194
-107.660652,77,437.710608
-90.387512,1600,565.312789
-104.821095,71,567.404331
-82.819008,1600,709.179235
-84.593214,1600,837.780479
-71.279434,1600,929.636822
-107.122928,79,932.083391
-71.440291,1600,1073.15739
-102.160777,75,1075.462946
-57.607013,1600,1199.490816
-104.119227,59,1201.198863
-50.71795,1600,1342.669128
-27.782178,1600,1473.386116
-106.118309,98,1476.365008
-105.663154,64,1481.553791
-100.588961,79,1483.905491
-118.284886,72,1489.41446
-85.679711,1600,1587.664511
-67.042334,1600,1713.049275
-71.260376,1600,1805.61939
-101.2242,121,1809.178313
-65.695465,1600,1936.606669
-62.860791,1600,2077.963768
-55.56349,1600,2205.453006
-54.062621,1600,2347.241709
-28.431253,1600,2435.197379
-23.683876,1600,2552.608736
-17.290834,1600,2672.390057
-15.501041,1600,2783.148034
-10.203082,1600,2890.412021
3.202414,1600,2940.024291
-67.018465,1600,3067.162241
-108.910737,75,3072.044667
-98.849997,89,3074.675524
-109.274654,56,3076.353487
-122.062824,91,3079.063426
-122.068978,108,3084.147662
-116.463665,51,3085.657343
-115.20904,113,3089.008452
-99.319296,72,3091.131469
-125.607955,123,3094.790222
-119.321944,75,3097.023109
-107.156807,77,3099.402472
-122.003613,109,3104.056089
-48.991699,1600,3210.211652
-44.403731,1600,3313.519954
-42.860284,1600,3374.53671
-103.128572,94,3377.456054
-117.808998,106,3383.039707
-98.301431,122,3386.733309
-94.21409,94,3439.142528
-126.416801,106,3442.282479
-27.226751,1600,3525.837614
-36.836734,1600,3652.819209
-19.833743,1600,3791.307632
-14.79265,1600,3918.263791
-24.282858,1600,4010.374177
6.635239,1600,4135.137408
3.359417,1600,4276.49381
3.055755,1600,4417.49324
3.82101,1600,4568.53294
-114.728053,178,4582.596489
-113.416723,103,4586.525253
-102.856193,61,4592.81262
-104.24699,70,4595.461138
-109.498454,68,4601.734787
-115.667704,59,4603.913999
-112.874678,108,4611.749109
-113.706122,86,4618.725923
-111.440187,63,4621.117071
-114.579541,107,4629.145355
-120.423482,198,4644.904744
-28.467514,1306,4726.806887
-83.725188,624,4764.113482
-88.31277,201,4834.055574
