#{"t_start": 1764233393.3239245, "env_id": "HalfCheetah-v3"}
r,l,t
-454.255706,1000,14.011037
-346.732597,1000,23.681828
-382.410515,1000,36.461916
-393.545979,1000,46.279226
-452.910149,1000,58.859533
-421.477566,1000,68.57524
-332.142931,1000,81.082649
-429.905116,1000,90.941033
-267.70701,1000,103.50126
-204.790575,1000,113.392408
-254.75092,1000,141.084802
-360.742066,1000,151.17514
-484.123919,1000,163.878737
-451.892968,1000,173.84032
-335.370738,1000,186.527443
-634.38154,1000,196.637277
-388.840836,1000,209.405434
-474.141615,1000,219.53352
-410.851561,1000,232.08895
-505.166857,1000,241.856863
-366.085979,1000,269.272317
-537.901143,1000,279.119835
-376.984041,1000,291.672278
-395.767877,1000,301.376651
-413.455276,1000,313.916459
-338.005998,1000,323.740507
-294.620554,1000,336.355458
-365.904146,1000,346.34418
-363.404216,1000,359.032049
-246.1646,1000,368.861676
-434.924031,1000,395.992116
-230.734076,1000,406.00962
-243.340973,1000,416.062472
-298.608805,1000,428.983027
-325.893711,1000,438.950489
-146.25533,1000,451.631268
-268.449288,1000,461.674319
-423.525993,1000,474.479552
-367.719325,1000,484.583724
-304.87184,1000,497.237787
-354.084604,1000,521.767425
-333.181222,1000,534.461245
-308.841429,1000,544.297642
-279.746892,1000,556.834956
-142.658579,1000,566.663807
-390.160548,1000,578.648054
-242.441976,1000,588.492567
-256.057252,1000,601.105979
-186.160603,1000,611.104743
-190.696367,1000,623.737066
-165.207109,1000,648.294078
-284.683103,1000,661.028892
-368.53971,1000,670.811336
-282.129486,1000,683.424672
-268.844518,1000,693.514626
-301.332528,1000,706.336771
-230.281465,1000,716.318179
-197.138193,1000,729.114316
-267.255282,1000,739.112812
-298.145584,1000,749.157127
-246.446784,1000,776.578232
-279.139007,1000,786.315264
-206.67892,1000,799.030915
-254.965593,1000,808.860235
-360.901825,1000,821.421084
-187.66299,1000,831.404127
-205.577406,1000,843.863516
-165.737291,1000,853.719095
-202.150303,1000,866.412729
-172.448207,1000,876.249201
-185.463893,1000,903.436041
-155.851431,1000,913.348922
-148.962577,1000,926.110587
-353.643784,1000,936.045193
-411.041209,1000,948.344923
-158.943167,1000,958.035492
-227.333031,1000,970.825641
-171.753404,1000,980.797125
-154.545131,1000,993.510801
-94.03156,1000,1003.620485
-187.056943,1000,1031.401126
-142.478512,1000,1041.494368
-186.929451,1000,1054.431242
-147.382753,1000,1064.347902
-447.234556,1000,1077.064894
-126.346924,1000,1086.921086
-156.11675,1000,1096.624786
-136.559234,1000,1109.194568
-146.479782,1000,1119.04125
-158.515294,1000,1131.55383
-105.643618,1000,1141.5573
-240.406838,1000,1168.622292
-245.576063,1000,1178.487464
-162.821001,1000,1191.281602
-139.173125,1000,1201.098309
-157.120593,1000,1213.403051
-99.585483,1000,1223.143088
