#{"t_start": 1764158614.409848, "env_id": "BipedalWalker-v3"}
r,l,t
-117.357183,63,8.128675
-114.709385,64,13.187963
-102.288457,65,18.286588
-106.360232,1600,147.981228
-116.152831,60,152.616521
-121.584305,101,163.082833
-107.851864,52,166.771672
-114.665853,78,223.073836
-107.836736,1600,419.942588
-98.452792,1600,644.381905
-101.12185,61,646.728826
-122.247967,97,651.272878
-103.464472,120,656.712703
-100.462569,91,667.163273
-103.961346,50,671.300745
-102.392738,59,675.992302
-100.375838,1600,941.922056
-92.871122,1600,1268.015451
-96.501202,1600,1552.832899
-79.905292,1600,1816.019789
-59.196781,1600,2147.978359
-61.032357,1600,2352.471541
-48.604862,1600,2610.384079
-33.921627,1600,2904.876032
-19.594976,1600,3166.24282
-105.786592,1600,3400.528833
-84.250862,1600,3664.414322
-79.770062,1600,3905.842093
-66.473874,1600,4153.697018
-62.10906,1600,4435.446076
-44.879793,1600,4585.432023
-16.264695,1600,4797.577284
7.715802,1600,5031.780301
33.503548,1600,5283.846657
63.146836,1600,5512.62604
69.328275,1600,5669.131345
-60.021324,553,5780.102394
106.399663,1600,5926.952748
-30.801729,1078,6084.096477
66.394326,1600,6301.768115
-144.229456,254,6333.251816
-93.458826,1373,6487.645664
-49.393701,987,6591.636743
-97.848425,98,6600.603914
-90.203374,177,6615.923935
-31.902058,1568,6874.754664
-78.269538,314,6903.894834
-94.272772,109,6914.195012
-96.697886,129,6950.048937
135.74725,1600,7211.080993
119.606725,1600,7503.69874
142.244013,1600,7781.184849
-33.684623,579,7871.003366
216.333606,1600,8198.584257
142.460661,1600,8486.614987
-65.950463,304,8558.908436
165.638927,1600,8840.337029
190.780447,1600,9107.850804
230.907376,1600,9385.321885
241.793449,1600,9711.571757
48.964698,1323,9976.183342
-118.523371,48,9980.634678
-111.381698,92,9992.493048
-112.035501,67,10002.242508
-116.401839,74,10008.973229
-111.05617,74,10019.431575
-114.610122,49,10023.765604
-114.410254,89,10035.324602
-116.815368,59,10041.161153
-117.22709,91,10053.135569
-114.033997,74,10063.976953
-112.289864,98,10072.916685
-115.71788,134,10092.970977
-115.626477,59,10098.34826
-29.073003,687,10201.274391
237.469118,1600,10486.363413
-13.584445,626,10584.10706
-1.888913,904,10742.620907
-124.171794,107,10752.283353
-108.005254,44,10756.158151
226.008318,1600,11081.829693
213.760576,1600,11364.153223
-6.365614,677,11465.739012
249.700383,1600,11788.146324
212.565686,1600,12040.012359
236.132118,1600,12331.316798
251.641992,1600,12530.111988
250.11206,1600,12812.343646
228.926871,1600,13101.506814
-119.986509,64,13106.540313
252.933035,1600,13357.742594
226.686885,1600,13651.897325
-122.208579,103,13663.512547
-114.49787,95,13671.971554
-114.559933,63,13677.435372
-113.403597,61,13680.10246
-111.140526,73,13686.275138
-111.525498,77,13692.539755
-111.757698,76,13701.631634
-116.496782,80,13711.690322
-120.829703,97,13719.607722
-113.654487,91,13730.185648
-121.850189,130,13744.413468
-110.635272,73,13753.715031
-115.444471,51,13757.507972
-114.619527,51,13765.113284
-94.302439,107,13773.771405
-87.034334,733,13865.758631
-88.088029,153,13877.965581
14.69769,1600,14160.143798
-19.650726,1600,14409.051013
